title,description,main_img,list_price,price,discount,image1,image2,image3,image4,Net Quantity,Manufacturer,ASIN,Item Weight,Item Dimensions,Item model number,Country of Origin,Manufacturer Address
OUJASYA Amlapitta Ayurvedic Capsules | Relieves Acidity & Hyper Acidity | Improves Digestion | Reduces Heart Burn & Nausia | Gut Health Ayurveda | Capsules - 60 Count,"REDUCES ACID REFLUX: OUJASYA Amlapitta Ayurvedic Capsules is a herbal blend of ayurvedic herbs that reduces acid reflux in the stomach, remedy for constipation and enhances the working of digestive enzymes.
IMPROVES GUT HEALTH: Carefully formulated by experts, amlapitta capsules improve and cleanse gut health and helps in breaking the food efficiently. If you have digestive or bloating issues, these capsules will do wonders for you.
PREVENTS HEARTBURN: Heartburn is caused when you consume a lot of salt and couldn't digest it properly. OUJASYA highly recommends these capsules to people who face such issues more often.
NATURAL INGREDIENTS: Packed with richness, each of these capsules contains a precise amount of Munakka, Jyesthimadhu, Kharek Ghar, Swetkamal Ghan, Anantmul Ghan, Banslochan Ghan, Amla Ghan, Nagarmotha Ghan, Dhania Ghan, Tagar Ghan, Kababchini, Jayfal Ghan, Taj Ghan, Tejpatra Ghan, Elaichi Ghan, Valo Ghan, Nagkesar Gha, Chotti Pepper Ghan.
PACK OF 60 CAPSULES: OUJASYA Amlapitta Capsules comes in a jar of 60 capsules. It means you can add it to your daily routine without worrying about restocking it again and again.",https://m.media-amazon.com/images/I/61Sv2C8Cu+L._SY450_.jpg,₹475.00,,N/A,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41H6j+oiWuL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,60.00 count,"HerboLab India Pvt Ltd, Herbolab India Pvt Ltd, D-Wing, Span Industrial Complex, Vapi-Silvassa Road, Dadra, UT of DNH",B08TMFP8F9,70 g,,,India,"HerboLab India Pvt Ltd, Herbolab India Pvt Ltd, D-Wing, Span Industrial Complex, Vapi-Silvassa Road, Dadra, UT of DNH"
UTTAM CHURAN : Ayurvedic digestion powder prepared with all natural ingredients | (220 gm) pack of 1,"Ingredients used (Jeera, Laung, Mag Pippal, Sonth, Desi Ajwain, Dhania, Saunf, Kalimirach, Hingu, Kala Namak, Sandha Namak, Sat Pudhina, Sat Nimbu, Nausadar, Chotti Elaichi, Anardana, Sugar).
Vegetarian.
Pack of 1 (220gm).
Good Health.
Usage Instruction: (1) Eat 5g Empty Stomach in morning. (2) Eat 5g after meal in evening. (3) Or as needed.
Applicable for all.
Tasty.",https://m.media-amazon.com/images/I/61Bzx71QYKL._SY679_.jpg,"₹167
00",167,-17%,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41bOR2L1cuL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,220.0 gram,Generic,B09TWHQSP2,290 g,,,India,Generic
Veda Ayurvedics Dasamoolakatutrayam kashayam Tablet | For Easy Breathing & Healthier Digestion | Ayurvedic Remedy | 120 Tablets,"This tablet is an effective bronchodilator, and also acts as an expectorant and aids faster relief in respiratory disorders
It helps to reduce pain in the flanks, sacral region shoulders and also beneficial in all types of back pain
It also helps promote digestion and does not cause any gastric irritation",https://m.media-amazon.com/images/I/718hf-23N1L._SY606_.jpg,"₹464
00",464,-10%,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dyLmCTVUL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31KPrQ74YyL._AC_UF320320_SR320320_.jpg,1.00 count,Veda Ayurvedics,B09TDJSSRS,135 g,6 x 6 x 10 Centimeters,,India,Veda Ayurvedics
"AROGYAM Ayurvedic Agnitundi Vati Tablets, Ayurvedic Herbal Supplement, For Healthy Digestion, Ayurveda Medicine (60 Tablets)","Arogyam Agnitundi Vati is an ayurvedic medicine.
Dosage: Take 1 or 2 tablets twice a day with lukewarm water or as directed by the physician.
It balances three doshas Vata, Pitta, and Kapha.
The ingredients of Agnitundi Vati help to balance air elements (Vata) in the body.
Package contains Agnitundi Vati Tablets by Arogyam.",https://m.media-amazon.com/images/I/51yqmgcgL1L._SY450_.jpg,"₹279
00",279,-7%,https://m.media-amazon.com/images/I/51yqmgcgL1L._SY450_.jpg,https://m.media-amazon.com/images/I/41S1WH95H0L._SY450_.jpg,https://m.media-amazon.com/images/I/51gMBKYCWdL._SY450_.jpg,https://m.media-amazon.com/images/I/51SX5EBM52L._SY450_.jpg,60.00 count,Arogyam Ayurveda,B09QM1D47Z,40 g,40 x 40 x 75 Millimeters,,India,Arogyam Ayurveda
Devrishi Kabz Clear Constipation Relief Medicine Ayurvedic | Improves Digestion | Ayurvedic Medicine to Help Reduce Acidity & Aid Digestion,"Provides Relief from Chronic Constipation: A well-known constipation medicine Ayurvedic formulation, this syrup for digestion works by increasing bile secretion in the liver, which eases bowel passage in the large intestine.
Relieves Acidity, Gas & Bloating: The potent ingredients provide stomach gas relief, while reducing flatulence and bloating. They promote enzyme secretion and reduce abdominal distension, making this an effective anti acidity Ayurvedic medicine.
RELIEVES CONSTIPATION EFFECTIVELY: Kabz clear is an ayurvedic remedy to relieve constipation and maintain healthy bowel movement. Devrishi Kabz clear helps relieve constipation and digestive distress. It helps flush toxins from the digestive tract which indirectly helps in improved digestion and weight loss. Enriched with ayurvedic herbs such as Senna, Ajwain and Haritaki, Kabz clear helps to treat constipation effectively and gently without habit formation.
ACTS AS A DIGESTIVE: Due to its laxative properties, devrishi Kabz clear helps ease bowel movements and helps relieve bloating which is a common problem where your stomach swells up forming gas which doesn't allow the digestive enzymes to work properly.
RELIEVES HYPERACIDITY: Constipation also results in hyperacidity due to irregular digestion. KabzCare with ayurvedic herbs like ajwain, helps to relieve acidity arising from constipation.",https://m.media-amazon.com/images/I/41adtlceYHL._SX450_.jpg,"₹185
00",185,-8%,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41bOR2L1cuL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,,Devrishi Ayurveda,B09Y3D31P3,,10.2 x 10.2 x 20.3 Centimeters,,India,Devrishi Ayurveda
"Tatveda Yakra Tatv Ayurvedic Natural Liver Cleanse, Detox and Digestion Tablets","Pure Ayurvedic Formulation
No Additives
Gentle on Body
Based on Ancient Ayurvedic Text.
Prepared in GMP Certified facility",https://m.media-amazon.com/images/I/51RVLyzqrLL._SY450_.jpg,"₹575
00",575,N/A,https://m.media-amazon.com/images/I/41ZPfubnqxL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/21y928i1hlL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31yTikF-T+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,60.00 count,Shahi Pharma,B0B8PDKVR3,,,,India,Shahi Pharma
OUJASYA Consticlear Ayurvedic Capsules | Constipation Relief | Improves Bowl Movement | Improves Digestion | Helpful in IBS | Capsules - 60 Count,"BETTER BOWELS - Constipation relief medicine for bloating, acidity will help in restoring regular bowel movements. Our Oujasya Consticlear Capsule is an Ayurvedic Constipation remedy will restore your digestive enzymes for better bowl movement
GENTLE RELIEF FROM CONSTIPATION – Just take one capsule of our OUJASYA constipation relief capsules when you feel constipated, It will gently ease up all your constipation problems and also will cleanse your colon for better digestion.
AMAZING VALUE (60 capsules) - Enjoy smooth digestion and an improved sense of well-being. Oujasya constipation relief capsules comes in a value size, allowing you to stock up and ensure you have enough capsules to last TWO months.
DIGESTIVE DETOX: Oujasya Consti Clear Capsule is a natural intestinal cleanse, bowel detox and colon cleanser formulated to remove hardened and undigested matter and toxins from the digestive system.
QUALITY & SAFETY: Produced in a Good Manufacturing Practices certified facility and rigorously tested for identity, strength and safety using well recognized techniques and highly sophisticated instruments.",https://m.media-amazon.com/images/I/61MoLOxud5L._SY450_.jpg,"₹230
00",230,-49%,https://m.media-amazon.com/images/I/61MoLOxud5L._SY450_.jpg,https://m.media-amazon.com/images/I/61qLfFSO+vS._SY450_.jpg,https://m.media-amazon.com/images/I/61zNwH8q1DS._SY450_.jpg,,60.00 count,"HerboLab India Pvt Ltd, Herbolab India Pvt Ltd, D-Wing, Span Industrial Complex, Vapi-Silvassa Road, Dadra, UT of DNH",B08TMFLP3S,70 g,,,India,"HerboLab India Pvt Ltd, Herbolab India Pvt Ltd, D-Wing, Span Industrial Complex, Vapi-Silvassa Road, Dadra, UT of DNH"
"POLY CARE gas and indigestion relief, gastric & digestion wellness ayurvedic GASOFIRE HERBAL TABLET","Corrects gastric secretion
symptomatic control of: Dyspepsia, Indigestion, Gaseousness, Flatulence, abdominal distension and belching
Relax from distress of gas trouble
Act as Digestive appetizer
Relax from vomiting by indigestion
Corrects gastric secretion symptomatic control of: Dyspepsia, Indigestion, Gaseousness, Flatulence, abdominal distension and belching Relax from distress of gas trouble Act as Digestive appetizer Relax from vomiting by indigestion Relieves from discomfort and agitation by gas trouble Relax from gastric distresses",https://m.media-amazon.com/images/I/41XXn8QOCOL._SX450_.jpg,"₹175
00",175,-13%,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31UEL6Trx5L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,1.00 count,polycare herbals,B07TNJ51GV,80 g,,,India,polycare herbals
"Sitaram Rakthamruth 200ml (Pack of 2), Herbal Ayurvedic Preparation - Improves Digestion and Streamlines Metabolism.","Syrup based liver tonic and blood purifier.
Stimulates digestion and streamlines metabolism.
Improves blood heame levels.
Effective in treating chronic skin conditions, malaise and overall fatigue.","https://m.media-amazon.com/images/I/61u7mbQNnBL._SX450_PIbundle-2,TopRight,0,0_SX450SY299SH20_.jpg","₹235
00",235,-2%,https://m.media-amazon.com/images/I/51jbR2fsuEL._SX450_.jpg,https://m.media-amazon.com/images/I/7128lpSL1UL._SX450_.jpg,https://m.media-amazon.com/images/I/71y3eFOeOcL._SX450_.jpg,https://m.media-amazon.com/images/I/6115Py1EtUL._SX450_.jpg,400.0 millilitre,Sitaram Ayurveda Ltd.,B08BTRCVC2,570 g,,,India,Sitaram Ayurveda Ltd.
"Gynoveda Daily Detox Supplement. Full Body Stomach Cleanser With Anti Junk Ayurvedic Tablets. Improve Digestion, Metabolism. 2 Bottles, 360 Tablets","✅BENEFITS: Anti Junk Ayurvedic formula flushes out deep cell level toxins, boost metabolism to manage weight and get glowing skin. Improves digestion to prevent constipation, gas, acidity, bloating. Helps prevents lifestyle disorders.
✅YOU SHOULD TAKE THIS: If you're health conscious yet occasionally binge eat junk food which ends up adding toxins to your body. If you're looking for a safe solution to get rid of this accumulated toxic junk which can otherwise lead to lifestyle disorders. If you frequently face acidity, gas, stomach bloating & heaviness, constipation, slow bowel movement and difficulty to pass stool every morning.
✅DOSAGE: Consume daily 2 tablets before bedtime for toxin-free living, lifelong. Works while you're asleep to flush out toxins. Consume lifelong with other health supplements, superfoods or prescribed medicines as it supports better absorption of micronutrients.
✅INGREDIENTS: Made of 8 Ayurvedic herbs clinically tested for safety, purity, and potency. TRIPHALA, known as 'The God of Detox' in Ayurveda balances Tridosha. Ginger & Hing gently remove toxins from blood. Pippali helps transfer body toxins to the gut. Castor Oil helps remove solid toxins via bowels. Punarnava clears liquid toxins through urine. This combo of herbs makes it more powerful than herbal green tea bags, weight loss drinks, ordinary triphala tablets.
✅ZERO SIDE EFFECTS: 100% Ayurvedic Formula made in GMP certified factory after FDA approval. Already tried & tested by 50,000+ people. Since this is made of pure Ayurvedic herbs, it is much better than chemical based, ordinary black tea, organic green tea powder, liver tonic detox supplement, juice, kahwa, rose jasmine tea, lemon tea powder, dandelion lavendar tea, apple cider vinegar gummies, stomach cleanser, moringa tea, metabolism booster tablets, which people consume heavily on daily basis.","https://m.media-amazon.com/images/I/71HVtcxZ9-L._SY450_PIbundle-2,TopRight,0,0_SX449SY450SH20_.jpg","₹1,845
00","1,845",-23%,https://m.media-amazon.com/images/I/71HVtcxZ9-L._SY450_PIbundle-2TopRight00_SX449SY450SH20_.jpg,,,,360.00 count,Gynoveda femtech private ltd.,B08ZNY8KXM,340 g,,,India,Gynoveda femtech private ltd.
"Omkara Hills Consti Relief | Fast-Action Constipation Relief Medicine for Adults | Triphala, Trikatu, Sanai +8 Ayurvedic Herbs | Improves Digestion, Gastric Troubles and Bowel Movement (Pack Of 1)","Constipation is a common problem faced by many people due to various reasons like improper diet, unhealthy food habits, incorrect lifestyle, and a lot. This problem not just affects the body and makes one feel bloated, heavy, and grumpy, but also it affects one’s mood, mind, and productivity. This is where the Consti Relief capsules come up as a savior. Here are a few of its benefits:
Relief from Constipation: This product is commonly used to provide relief from regular and occasional constipation. This also helps in improving irregular evacuation, curing irritable bowel syndrome, and comforting your body and stomach from gastritis, stomach ache, colitis, etc.
Healthy Digestion: When your body gets relieved from constipation, it promotes healthy digestion and vice versa. This product helps in improving your digestion process so that you do not feel constipated.
Improves Immunity: A better immunity will solve all your major health issues in a natural way. This is why this product works on boosting your immunity which naturally helps your body fight any health problem.
Lightens up Mood: When you start your day feeling relaxed, light, and fresh, it reflects throughout the day and lightens up your mood. This keeps you happy, healthy, and positive.
Directions for Use: Take two capsules after your dinner or as directed by your physician.",https://m.media-amazon.com/images/I/51sejvp79AS._SX450_.jpg,"₹449
00",449,-36%,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41wSOMiGD7L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51NQrOogK8L._AC_UF320320_SR320320_.jpg,60.00 count,Airen Herbals (A GMP Certified Company),B0974HL2ZK,90 g,6 x 6 x 11 Centimeters,OH-CR-60,India,Airen Herbals (A GMP Certified Company)
VANSAAR Baidyanath Vansaar Neem Tulsi Juice - 1 Litre,"Helps Purify Blood: Due to the active compunds present in in neem and tulsi, this juice helps purify blood and reduce chances of any concerns caused by impurity in blood.
Reboot the Digestive Process: Neem and Tulsi are proven to be the healing herbs that help reboot the digestive process and promote metabolism.
Helps Purify Blood : Due to the active compounds present in in Neem and Tulsi, this juice helps purify blood and reduce chances of any concerns caused by impurities in blood.
Promotes Liver Functions: Neem protects liver from harmful toxins and promotes liver functions.
Our products at Vansaar are a unique amalgamation of indigenous herbs sourced from the dense forest, vast knowledge of Ayurveda and 100 years of research and development studies from Baidyanath to address lifestyle induced health concerns.",https://m.media-amazon.com/images/I/51d5pNYPBmL._SY450_.jpg,₹231.00,,N/A,https://m.media-amazon.com/images/I/41lfgiTT3zL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41rX84hmIqL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51NThi52uYL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,1000.0 millilitre,"Almighty Agro Industry, Almighty Agro Industry A-01, Muhana Mandi, Sanganer, Jaipur, Rajasthan 302029 Phone - 080 4547 8389 Email - almightyagroindustry@gmail.com",B09D3WHH1K,1 kg 150 g,9 x 9 x 24.5 Centimeters,2194144444178,India,"Almighty Agro Industry, Almighty Agro Industry A-01, Muhana Mandi, Sanganer, Jaipur, Rajasthan 302029 Phone - 080 4547 8389 Email - almightyagroindustry@gmail.com"
"Grazing Meadows Digesherbo 60 Tablets, Ayurvedic Herbal Supplement For Healthy Digestion Tablets Digestion Supplement","Manufactured By Isha Agro Developers Pvt. Ltd.
Grazing Meadows Diges Herbo 60 Tablets, Ayurvedic Herbal Supplement for Healthy Digestion Tablets
Contains all natural herbs. No side effects.
Ingredients: Ajma, Belgarbha, Sunthee, Haritaki, jeera, Kutaj, Chitrak, Indrajav, Triphala
Item: Tablets",https://m.media-amazon.com/images/I/61+BfoBNzrL._SX450_.jpg,"₹239
00",239,-56%,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dyLmCTVUL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mhfgRGVRL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,60.00 count,"Isha Agro Developers Pvt. Ltd., Isha Agro Developers Pvt. Ltd. Plot No 33 ABCD, Govt. Indl. Estate, Charkop - Kandivali West, Mumbai, Maharashtra 400075",B08RRNZ9G4,150 g,19 x 14 x 7.6 Centimeters,GRM6948,India,"Isha Agro Developers Pvt. Ltd., Isha Agro Developers Pvt. Ltd. Plot No 33 ABCD, Govt. Indl. Estate, Charkop - Kandivali West, Mumbai, Maharashtra 400075"
"Kabaz Churna Ayurvedic Constipation Regulator~ Ayurvedic Laxative Bowel Regulator | Ayurvedic Formula For Digestion, Acidity & Gastric","100% Ayurvedic and Natural Constipation, Gastric Problem Regulator
Guaranteed Results or M0ney Back - We assure for guaranteed results else your money back.
Natural Ingredients: 100 % natural and pure ingredients for your health and safety.
Powerful Herbs: Kabaz Churna is infused with powerful herbs which are helpful in constipation, gastric problems.",https://m.media-amazon.com/images/I/71nGZ1I6pzL._SY450_.jpg,"₹390
00",390,-2%,https://m.media-amazon.com/images/I/71uu-L80cTL._SY450_.jpg,https://m.media-amazon.com/images/I/719nHT7B7YL._SX450_.jpg,https://m.media-amazon.com/images/I/71nGZ1I6pzL._SY450_.jpg,https://m.media-amazon.com/images/I/71X7dePaQlL._SX450_.jpg,1.0 gram,Bansiwala Khadi Gramudyog Herbal Products,B0B538H3GL,200 g,,,India,Bansiwala Khadi Gramudyog Herbal Products
Charak Pharma Ojus Tablet to improve digestion (Set of 3x30),"Manufactured by: Charak Pharma Pvt Ltd
Common use: - as per physician's advice, useful as digestive (pachak)
Dosage: -1 tablets, 2 hours after major meal","https://m.media-amazon.com/images/I/51rKrpVSk8L._SY450_PIbundle-3,TopRight,0,0_AA450SH20_.jpg","₹242
00",242,-15%,https://m.media-amazon.com/images/I/61vFRa5+7JL._SY450_.jpg,https://m.media-amazon.com/images/I/61+4VHbJkPL._SY450_.jpg,https://m.media-amazon.com/images/I/51OWGF1eTsL._SY450_.jpg,https://m.media-amazon.com/images/I/61tllYIzj1L._SY450_.jpg,3.00 count,Charak Pharma Pvt Ltd,B01GX1Y096,100 g,,,India,Charak Pharma Pvt Ltd
ANJU's Ayurvedic Digestion Specialist (Pack of 3),"Pachak
Digestive Powder
Tasty Powder
Prevents Indigestion",https://m.media-amazon.com/images/I/51-SR+iX8JL._SY450_.jpg,"₹100
00",100,-17%,https://m.media-amazon.com/images/I/31YqVt9LS8L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dyLmCTVUL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41bOR2L1cuL._AC_UF320320_SR320320_.jpg,30.0 gram,Anju Pharmaceuticals,B07DYQ23NF,,,,India,Anju Pharmaceuticals
"Dr.Soni Sukhad Churn | Acidity Relief, Constipation, Digestion Improve, Ayurvedic Laxative | 100 GM (Pack of 1)","Acidity Relief
Constipation
Digestion Improve
Ayurvedic Laxative
Mouth Ulcer linked in Constipation",https://m.media-amazon.com/images/I/51N0rWAc6uL.jpg,"₹108
00",108,-10%,https://m.media-amazon.com/images/I/31YqVt9LS8L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mO-UxQ7dL._AC_UF320320_SR320320_.jpg,100.0 gram,Dr.Soni Ayurved Pharmacy,B0BTXGPFX8,100 g,50 x 50 x 100 Millimeters,Sukhd Churn_100G,India,Dr.Soni Ayurved Pharmacy
"Aminohit | Ayurvedic Tonic for Digestion, Acidity, Constipation and Gas Relief, Hyper Acidity, Peptic ulcer, Vomiting And Nausea, Helps Improve Digestive Immunity, 200ml (Pack of 1)","Made with 14 ayurvedic ingredients like Vellulli, Kacholam, Ayamodakam, Vayambu, Kadukka, Koduveli etc.
Digestive elixir helps in improving Digestive health and increases Appetite
Aminohit acts as an antacid while ajwain provides relief from gastric disorders
Herbal formulation of Aminohit helps in relief from acidity, gas, indigestion and constipation
Dosage - 20 ml of syrup with equal amount of water to be taken twice a day after meal",https://m.media-amazon.com/images/I/71tddE-m32L._SY606_.jpg,"₹100
00",100,N/A,https://m.media-amazon.com/images/I/41bOR2L1cuL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41Wgfe1ejhL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,200.0 millilitre,SANADANA HERBALS PVT. LTD.,B0BBT9YXDW,400 g,6 x 6 x 15 Centimeters,,India,SANADANA HERBALS PVT. LTD.
"Navyana Ayurveda Panchamrit Ras Ayurvedic Tonic for Digestion, Acidity, Constipation and Gas Relief, Helps Improve Digestive Immunity, 500 ML (100ml Free)","Benefits: Reduces fat from the body and reduces obesity.
Makes digestion process powerful Eyesight enhancer
Hairs uneven white and stops wrinkle Maintain blood pressure
Herbal formulation of Navyana Pancharishta helps in relief from acidity, gas, indigestion and constipation
Unit count type: millilitre",https://m.media-amazon.com/images/I/71Zv+ndONRL._SX466_.jpg,"₹150
00",150,-50%,https://m.media-amazon.com/images/I/31DQmAVmgoL._SX450_.jpg,https://m.media-amazon.com/images/I/41+gBxIJgAL._SX450_.jpg,,,1.0 millilitre,Navyana Ayurveda,B09CM8SFW1,200 g,7 x 6 x 5 Centimeters,,India,Navyana Ayurveda
"Multani Pachmeena Combo | Pachmeean Tonik, Pachmeena Liquid Sugar Free (No Added Sugar) & Kabz Down Granules | Ayurvedic Product For Better Digestion","【Ayurvedic Digestive Laxative 】: Multani Pachmeena Tonik Is an Ayurvedic Laxative Beneficial for Relief from Gas, Bloating, Abdominal Discomfort & Improves Appetite.
【Improves Digestive Enzymes Functions】: Multani Pachmeena Has All Ingredients That Helps to Increase Digestive Enzymes Functions. Multani Pachmeena Syrup Has Everything That Constipation Relief Medicine Should Contains.
【Multani Pachmeena Kabz Down Granules】 - Multani Pachmeena Kabz Down Granules is an Ayurvedic Laxative Useful in multiple Digestive Issues with No Side Effect.
【Usefulness-Pachmeena Kabz Down Granules Is A Unique Ayurvedic Remedy Promotes Healthy Bowel Movement.It Works On Multiple Issue Related To Stomach & Digestion Like Gas,Constipation & Helps in Piles,Stomach-Ache & Flatulence,Acidity&Bloating.Also Helps To Flush Toxins From The Digestive Tract Which Indirectly Helps For Enhancing Digestion. Enriched With Ayurvedic Herbs Such As Senna,Ajwain And Chhoti Harar Etc Kabz Down Helps To Treat Constipation Effectively And Gently Without Habit Formation.","https://m.media-amazon.com/images/I/713tNY3lDYL._SY450_PIbundle-3,TopRight,0,0_AA450SH20_.jpg","₹303
00",303,-10%,https://m.media-amazon.com/images/I/713tNY3lDYL._SY450_PIbundle-3TopRight00_AA450SH20_.jpg,,,,3.00 count,Multani Pharmaceuticals Ltd,B0BS9KX4T3,,,,India,Multani Pharmaceuticals Ltd
"Sugandhim Gastric Acidity Oil, 1 x 10ml, Natural Blend Of Oils Peppermint Fennel & Lemon, Helps In Digestion, Ayurvedic Tonic, Instant Relief from Gas, Fat Reduction, Helps Eliminate Toxins, Green Drink, Healthy & Happy Stomach, Coolant, Fresh & Minty Breathe, Immunity Booster, Suitable for all Age Groups, Made In India","Sugandhim's GASTRIC ACIDITY OIL is a synergistic blend of peppermint, fennel seed & lemon oil to get instant relief from carminative, digestive disorders like gastritis, indigestion & mild acidity etc.
BENEFIT : It helps to eliminate toxins from the body & leaves you with a fresh & clean breath anywhere, anytime!
HOW TO USE: Take 2-3 drops of mixture in 50 - 100ml luke warm water or as directed by the physician.",https://m.media-amazon.com/images/I/91SPXZ4UAbL._SY450_.jpg,"₹219
00",219,N/A,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,10.0 millilitre,Sugandhim,B08PKWKCPW,,,,India,Sugandhim
Uma Ayurveda Medopachak Tablet 1000 Tablet for Improves Digestive System/Improve Digestion System ayurvedic,"Pachak Tablets are based on references mentioned in ayurveda classical texts. MEDOPACHAK formulation is Dipan-Pachan that improves digestive fire especially of Meda dhatvagni, nourishes Meda tissues. It is used by vaidyas to enhance Meda dhatvagni to produce superior quality Meda dhatu and treat Meda dhatu vikar.
As advised by the physician. Not only digests excessive fatty tissues, it also normalizes further production of fatty tissue
Combination of various herbs.
This is a natural remedy.
Improve digestion System ayurvedic medicine",https://m.media-amazon.com/images/I/61UqfO9JGsL._SX466_.jpg,"₹2,699
00","2,699",-14%,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31KPrQ74YyL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,1000.00 count,Uma Ayurvedics Private Limited,B0B3JDDPK2,,17 x 10 x 10 Centimeters,MedopachakT1000t,India,Uma Ayurvedics Private Limited
"Ruchili : Ayurvedic Tasty Digestive Tablets for Improved Digestion and Relief from flatulence, Pack of 2","Tasty and Digestive Tablets
Useful in cases of indigestion, loss of appetite & flatulence
Great way to enjoy while staying healthy
Chatpata & digestive tablets,can be taken at any time of the day
Contains: 2 Bottles of 550 Tasty tablets Each","https://m.media-amazon.com/images/I/61TKZ2mj3EL._SY450_PIbundle-2,TopRight,0,0_AA450SH20_.jpg","₹280
00",280,N/A,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,2.00 count,"Guapha Remedies, guapha1933@yahoo.com",B07Q8QXLDS,,,,India,"Guapha Remedies, guapha1933@yahoo.com"
